userId	title	itemId	rank
2013	 Muse	190	1
2013	 Arctic Monkeys	207	2
2013	 Travis	221	3
2013	 Zемфира	3046	4
2013	 The Last Shadow Puppets	1512	5
2013	 Coldplay	65	6
2013	 The Killers	229	7
2013	 Keane	182	8
2013	 The Beatles	227	9
2013	 Franz Ferdinand	1090	10
2013	 Kasabian	969	11
2013	 Lily Allen	298	12
2013	 Doves	4444	13
2013	 The Strokes	424	14
2013	 Blur	203	15
2013	 Regina Spektor	3057	16
2013	 Radiohead	154	17
2013	 The Fratellis	1515	18
2013	 Oasis	533	19
2013	 Yann Tiersen	1109	20
2013	 Placebo	173	21
2013	 Sting	1795	22
2013	 Death Cab for Cutie	217	23
2013	 Red Hot Chili Peppers	220	24
2013	 Björk	1098	25
2013	 The Pigeon Detectives	5030	26
2013	 The Cardigans	962	27
2013	 Kings of Convenience	604	28
2013	 Rufus Wainwright	2632	30
2013	 30 Seconds to Mars	486	31
2013	 Pink	1052	32
2013	 P!nk	302	33
2013	 of Montreal	629	34
2013	 Dirty Pretty Things	2131	35
2013	 Papa Roach	497	36
2013	 Психея	758	37
2013	 Garbage	172	38
2013	 Limp Bizkit	489	39
2013	 Beyoncé	295	40
2013	 Hoobastank	1874	41
2013	 In Flames	503	42
2013	 The Subways	1988	43
2013	 Yeah Yeah Yeahs	425	44
2013	 Foo Fighters	982	45
2013	 Noize MC	460	46
2013	 Queen	959	47
2013	 Paramore	498	48
2013	 Depeche Mode	72	49
2013	 Enter Shikari	768	50
201	 Depeche Mode	72	1
201	 Dido	71	2
201	 The Gathering	3901	3
201	 Anathema	506	4
201	 Leaves' Eyes	4136	5
201	 Muse	190	6
201	 Blackfield	186	7
201	 Evanescence	378	8
201	 Laura Pausini	641	9
201	 Portishead	81	10
201	 Alicia Keys	301	11
201	 Within Temptation	518	12
201	 The Bird and The Bee	3206	13
201	 The Cardigans	962	14
201	 Theatre of Tragedy	3197	15
201	 Roxette	180	16
201	 Lily Allen	298	17
201	 Rammstein	1104	18
201	 Glee Cast	679	19
201	 Helloween	928	20
201	 Avril Lavigne	333	21
201	 Jean-Michel Jarre	93	22
201	 Armin van Buuren	968	23
201	 Radiohead	154	24
201	 Madonna	67	25
201	 Martin L. Gore	1072	26
201	 Tiësto	1009	27
201	 Kraftwerk	1073	29
201	 Air	53	30
201	 Yann Tiersen	1109	31
201	 The Human League	997	32
201	 Daft Punk	56	33
201	 Thousand Foot Krutch	1859	34
201	 Nelly Furtado	310	35
201	 Celldweller	516	36
201	 Boards of Canada	748	37
201	 ATB	722	38
201	 Pet Shop Boys	1001	39
201	 The Prodigy	1099	40
201	 Dave Gahan	1713	41
201	 Coldplay	65	42
201	 Сплин	1786	43
201	 And One	30	44
201	 Recoil	1061	45
201	 t.A.T.u.	972	46
201	 Nirvana	234	47
201	 Keane	182	48
201	 Linkin Park	377	49
201	 Crystal Castles	757	50
1303	 Elliott Smith	615	1
1303	 Radiohead	154	2
1303	 The National	416	3
1303	 Death Cab for Cutie	217	4
1303	 Muse	190	5
1303	 Interpol	225	6
1303	 Bright Eyes	195	7
1303	 M. Ward	219	8
1303	 Yann Tiersen	1109	9
1303	 Explosions in the Sky	632	10
1303	 Pavement	1957	11
1303	 Beirut	196	12
1303	 Joy Division	441	13
1303	 The Smashing Pumpkins	436	14
1303	 Móveis Coloniais de Acaju	421	15
1303	 Los Campesinos!	1163	16
1303	 Phoenix	1106	17
1303	 Sonic Youth	1504	18
1303	 Black Rebel Motorcycle Club	1510	19
1303	 The Strokes	424	20
1303	 Arcade Fire	199	21
1303	 Iron & Wine	602	22
1303	 Arctic Monkeys	207	23
1303	 She Wants Revenge	450	24
1303	 My Bloody Valentine	2542	25
1303	 The Fratellis	1515	26
1303	 The Beatles	227	27
1303	 The Raveonettes	4384	28
1303	 Morrissey	2531	29
1303	 Andrew Bird	205	30
1303	 Broken Social Scene	433	31
1303	 Kings of Leon	228	32
1303	 A Silver Mt. Zion	1423	33
1303	 The Smiths	429	34
1303	 Metric	1632	35
1303	 Ladytron	1062	36
1303	 Chico Buarque	1755	37
1303	 Cat Power	1424	38
1303	 Bat for Lashes	423	39
1303	 Captain Beefheart & His Magic Band	2475	40
1303	 Nirvana	234	41
1303	 Los Hermanos	439	42
1303	 The Cure	159	43
1303	 The Cribs	427	44
1303	 The Pains of Being Pure at Heart	2538	45
1303	 Coldplay	65	46
1303	 Talking Heads	612	47
1303	 Oasis	533	48
1303	 Tori Amos	961	49
1303	 The Mars Volta	964	50
852	 Rihanna	288	1
852	 Adam Lambert	544	2
852	 Katy Perry	300	3
852	 Geri Halliwell	798	4
852	 Agnes	3491	5
852	 Jessica Simpson	465	6
852	 Céline Dion	265	7
852	 P!nk	302	8
852	 Guns N' Roses	1249	9
852	 Jennifer Lopez	299	10
852	 Justin Timberlake	329	11
852	 ABBA	1464	12
852	 Michael Jackson	157	13
852	 Madonna	67	14
852	 Robbie Williams	155	15
852	 Frank Sinatra	986	16
852	 The Saturdays	323	17
852	 Ashlee Simpson	293	18
852	 The Rasmus	405	19
852	 Sophie Ellis-Bextor	535	20
852	 Ke$ha	466	21
852	 Danity Kane	309	22
852	 Melanie C	2022	23
852	 Marilyn Manson	7	24
852	 Danny	3570	25
852	 Max Richter	103	26
852	 Modern Talking	3966	27
852	 Tokio Hotel	1673	28
852	 Cinema Bizarre	3367	29
852	 Little Boots	532	30
852	 Spice Girls	2523	31
852	 Destiny's Child	913	32
852	 Sia	697	33
852	 Duffy	97	34
852	 Lolene	2543	35
852	 Yeah Yeah Yeahs	425	36
852	 Sarah Connor	354	37
852	 JoJo	326	38
852	 Nick Carter	469	39
852	 Phil Collins	3302	40
852	 4minute	2091	41
852	 Timbaland	907	42
852	 Glee Cast	679	43
852	 McFly	1047	44
852	 Monrose	350	45
852	 Adele	1934	46
852	 Jennifer Hudson	1936	47
852	 Mandy Moore	786	48
852	 Darin	674	49
852	 Annie	3288	50
274	 De/Vision	153	1
274	 And One	30	2
274	 Zемфира	3046	3
274	 Dżem	5485	4
274	 IAMX	1075	5
274	 Kylie Minogue	55	6
274	 Placebo	173	7
274	 Nelly Furtado	310	8
274	 Soft Cell	3768	9
274	 t.A.T.u.	972	10
274	 Metallica	707	11
274	 Boards of Canada	748	12
274	 Bauhaus	875	13
274	 Front 242	3289	14
274	 Whitesnake	2787	15
274	 No Doubt	534	16
274	 Nitzer Ebb	880	17
274	 Portishead	81	18
274	 Сплин	1786	19
274	 Keane	182	20
274	 Sopor Aeternus & The Ensemble of Shadows	39	21
274	 Кино	3053	22
274	 Sixx:A.M.	2785	23
274	 HIM	504	24
274	 Daft Punk	56	25
274	 Britney Spears	289	26
274	 Kraftwerk	1073	27
274	 Linkin Park	377	28
274	 Massive Attack	238	29
274	 New Order	59	30
274	 Celldweller	516	31
274	 Camouflage	75	32
274	 Evanescence	378	33
274	 Air	53	34
274	 ATB	722	35
274	 Radiohead	154	36
274	 Rammstein	1104	37
274	 Savage Garden	463	38
274	 Dead Can Dance	1707	39
274	 Pet Shop Boys	1001	40
274	 Thousand Foot Krutch	1859	41
274	 Muse	190	42
274	 Yann Tiersen	1109	43
274	 Crystal Castles	757	44
274	 Recoil	1061	45
274	 a-ha	187	46
274	 Coldplay	65	47
274	 Joy Division	441	48
274	 Агата Кристи	1788	49
274	 Ladytron	1062	50
585	 The Strokes	424	1
585	 Muse	190	2
585	 The Beatles	227	3
585	 Placebo	173	4
585	 Kings of Leon	228	5
585	 Bob Marley	250	6
585	 Coldplay	65	7
585	 Coma	3238	8
