userId	title	itemId	rank
19	 The Princess Bride (1987)	1197	1
19	 The Shawshank Redemption (1994)	318	2
19	 The Godfather (1972)	858	3
19	 The Dark Knight (2008)	58559	4
19	 The Godfather Part II (1974)	1221	5
19	 12 Angry Men (1957)	1203	6
19	 The Lord of the Rings: The Return of the King (2003)	7153	7
19	 Pulp Fiction (1994)	296	9
19	 The Dark Knight Rises (2012)	91529	10
19	 The Silence of the Lambs (1991)	135937	11
19	 The Lord of the Rings: The Two Towers (2002)	5952	12
19	 Schindler's List (1993)	527	13
19	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	14
19	 The Shawshank Redemption (1994)	318	15
19	 The Godfather Part II (1974)	1221	16
19	 12 Angry Men (1957)	1203	17
19	 Pulp Fiction (1994)	296	19
19	 The Dark Knight Rises (2012)	91529	20
19	 The Silence of the Lambs (1991)	135937	21
19	 The Lord of the Rings: The Two Towers (2002)	5952	22
19	 Schindler's List (1993)	527	23
19	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	24
19	 The Shawshank Redemption (1994)	318	25
19	 The Godfather Part II (1974)	1221	26
19	 12 Angry Men (1957)	1203	27
19	 Pulp Fiction (1994)	296	29
19	 The Dark Knight Rises (2012)	91529	30
19	 The Silence of the Lambs (1991)	135937	31
19	 The Lord of the Rings: The Two Towers (2002)	5952	32
19	 Schindler's List (1993)	527	33
19	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	34
19	 The Shawshank Redemption (1994)	318	35
19	 The Godfather Part II (1974)	1221	36
19	 12 Angry Men (1957)	1203	37
19	 Pulp Fiction (1994)	296	39
19	 The Dark Knight Rises (2012)	91529	40
19	 The Silence of the Lambs (1991)	135937	41
19	 The Lord of the Rings: The Two Towers (2002)	5952	42
19	 Schindler's List (1993)	527	43
19	 The Lord of the Rings: The Fellowship of the Ring (2001)	4993	44
19	 The Shawshank Redemption (1994)	318	45
19	 The Godfather Part II (1974)	1221	46
19	 12 Angry Men (1957)	1203	47
19	 Pulp Fiction (1994)	296	49
19	 The Dark Knight Rises (2012)	91529	50
204	 The Prestige (2006)	172233	1
204	 Good Night, and Good Luck. (2005)	39292	2
204	 Batman Begins (2005)	33794	3
204	 Hotel Rwanda (2004)	30749	4
204	 Hot Fuzz (2007)	51255	5
204	 Eternal Sunshine of the Spotless Mind (2004)	7361	6
204	 Big Fish (2003)	7147	7
204	 Monty Python's The Meaning of Life (1983)	6807	8
204	 Madagascar (2005)	33615	9
204	 Simpsons Movie, The (2007)	54272	10
204	 21 (2008)	58803	11
204	 Dark Knight, The (2008)	58559	12
204	 Yes Man (2008)	64969	13
204	 Inglourious Basterds (2009)	68157	14
204	 District 9 (2009)	70286	15
204	 Kick-Ass (2010)	76251	16
204	 Social Network, The (2010)	80463	17
204	 Adventures of Tintin, The (2011)	90746	18
204	 Girl with the Dragon Tattoo, The (2011)	91658	19
204	 Pianist, The (2002)	5995	20
204	 No Country for Old Men (2007)	55820	21
204	 Ice Age (2002)	5218	22
204	 Platoon (1986)	1090	23
204	 Monsters, Inc. (2001)	4886	24
204	 Seven (a.k.a. Se7en) (1995)	47	25
204	 Léon: The Professional (a.k.a. The Professional) (Léon) (1994)	293	26
204	 Pulp Fiction (1994)	296	27
204	 Silence of the Lambs, The (1991)	593	28
204	 Godfather, The (1972)	858	29
204	 Monty Python's Life of Brian (1979)	1080	30
204	 Reservoir Dogs (1992)	1089	31
204	 Monty Python and the Holy Grail (1975)	1136	32
204	 Clockwork Orange, A (1971)	1206	33
204	 Lord of the Rings: The Fellowship of the Ring, The (2001)	4993	34
204	 Gattaca (1997)	1653	35
204	 Apocalypse Now (1979)	1208	36
204	 American History X (1998)	2329	37
204	 Matrix, The (1999)	2571	38
204	 Blair Witch Project, The (1999)	2710	39
204	 American Beauty (1999)	2858	40
204	 Fight Club (1999)	2959	41
204	 Chicken Run (2000)	3751	42
204	 Requiem for a Dream (2000)	3949	43
204	 Memento (2000)	4226	44
204	 Shrek (2001)	4306	45
204	 Donnie Darko (2001)	4878	46
204	 Elephant Man, The (1980)	2313	47
204	 Easy Rider (1969)	3168	48
204	 Finding Nemo (2003)	6377	49
204	 Moon (2009)	68237	50
173	 The Shawshank Redemption (1994)	318	1
173	 Pulp Fiction (1994)	296	2
173	 Schindler's List (1993)	527	3
173	 Forrest Gump (1994)	356	4
173	 Apollo 13 (1995)	150	5
173	 The Usual Suspects (1995)	50	6
173	 The Silence of the Lambs (1991)	135937	7
173	 The Lion King (1994)	134019	8
173	 Toy Story (1995)	1	9
173	 Terminator 2: Judgment Day (1991)	589	10
173	 Jurassic Park (1993)	480	11
173	 Home Alone (1990)	586	12
173	 Pretty Woman (1990)	597	13
173	 Ghost (1990)	587	14
173	 Addams Family Values (1993)	410	15
173	 Sense and Sensibility (1995)	17	16
173	 Braveheart (1995)	110	17
173	 Speed (1994)	377	18
173	 GoldenEye (1995)	10	19
173	 Interview with the Vampire: The Vampire Chronicles (1994)	253	20
173	 Star Trek: Generations (1994)	329	21
173	 Stargate (1994)	316	22
173	 Mrs. Doubtfire (1993)	500	23
173	 Seven (a.k.a. Se7en) (1995)	47	24
173	 Star Trek: First Contact (1996)	1356	25
173	 Broken Arrow (1996)	95	26
173	 Outbreak (1995)	292	27
173	 Batman (1989)	592	28
173	 Sleepless in Seattle (1993)	539	29
173	 Twister (1996)	736	30
173	 Get Shorty (1995)	21	31
173	 Legends of the Fall (1994)	266	32
173	 Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	32	33
173	 Net, The (1995)	185	34
173	 Independence Day (a.k.a. ID4) (1996)	780	35
173	 Firm, The (1993)	454	36
173	 Quiz Show (1994)	300	37
173	 French Kiss (1995)	236	38
173	 Muriel's Wedding (1994)	342	39
173	 Dead Man Walking (1995)	36	40
173	 Hoop Dreams (1994)	246	41
173	 Don Juan DeMarco (1995)	224	42
173	 Disclosure (1994)	225	43
173	 True Lies (1994)	380	44
173	 Client, The (1994)	350	45
173	 Four Weddings and a Funeral (1994)	357	46
173	 Dances with Wolves (1990)	590	47
173	 Natural Born Killers (1994)	288	48
173	 Aladdin (1992)	588	49
173	 Crimson Tide (1995)	161	50
544	 The Rock (1996)	101	1
544	 Independence Day (a.k.a. ID4) (1996)	780	2
544	 Heat (1995)	6	3
544	 Fargo (1996)	608	4
544	 Leaving Las Vegas (1995)	25	5
544	 Birdcage, The (1996)	141	6
544	 Sgt. Bilko (1996)	637	7
544	 Ransom (1996)	832	8
544	 River Wild, The (1994)	376	9
544	 Dragonheart (1996)	653	10
544	 Hunchback of Notre Dame, The (1996)	783	11
544	 Beautiful Girls (1996)	94	12
544	 Cable Guy, The (1996)	784	13
544	 Multiplicity (1996)	719	14
544	 Die Hard 2 (1990)	1370	15
544	 Fugitive, The (1993)	457	16
544	 James and the Giant Peach (1996)	661	17
544	 Willy Wonka & the Chocolate Factory (1971)	1073	18
544	 Executive Decision (1996)	494	19
544	 Grumpier Old Men (1995)	3	20
544	 Top Gun (1986)	1101	21
544	 Jack (1996)	765	22
544	 Tin Cup (1996)	852	23
544	 Die Hard (1988)	1036	24
544	 Screamers (1995)	76	25
544	 Phenomenon (1996)	802	26
544	 Courage Under Fire (1996)	647	27
544	 Silence of the Lambs, The (1991)	593	28
544	 Die Hard: With a Vengeance (1995)	165	29
544	 Kingpin (1996)	785	30
544	 Dead Man Walking (1995)	36	31
544	 Down Periscope (1996)	135	32
544	 Primal Fear (1996)	628	33
544	 White Squall (1996)	86	34
544	 Up Close and Personal (1996)	140	35
544	 Emma (1996)	26958	36
544	 Liar Liar (1997)	1485	37
544	 Rumble in the Bronx (Hont faan kui) (1995)	112	38
544	 Mighty Aphrodite (1995)	52	39
544	 Mystery Science Theater 3000: The Movie (1996)	671	40
544	 Nutty Professor, The (1996)	788	41
544	 Striptease (1996)	762	42
544	 Time to Kill, A (1996)	805	43
544	 Star Wars: Episode IV - A New Hope (1977)	260	44
544	 Sense and Sensibility (1995)	17	45
544	 Spy Hard (1996)	743	46
544	 Eraser (1996)	786	47
544	 Ghost and the Darkness, The (1996)	1049	48
544	 Lone Star (1996)	800	49
