0	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type><http://umbel.org/umbel/rc/FictionalCharacter>
12	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Fantasy>
136	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Crime_fiction>
140	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Adventure_novel>
158	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Young-adult_fiction>
175	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Science_fiction>
255	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Comedy>
277	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Romantic_novel>
421	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Historical_novel>
508	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Thriller_(genre)>
512	<http://dbpedia.org/ontology/wikiPageWikiLink><http://dbpedia.org/resource/Thriller_(genre)>
556	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Comedy_novel>
602	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Horror_fiction>
891	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Novel>
968	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Children's_literature>
1076	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Memoir>
1292	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Fantasy_novel>
1399	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Superhero_fiction>
1463	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Gothic_fiction>
1501	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Philosophy>
1502	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Statistics>
1515	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Finance>
1536	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Economics>
1555	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Non-fiction>
1569	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Crime_novel>
1667	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Psychology>
1797	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Legal_thriller>
1975	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Horror_fiction>
1978	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Simulation_game>
2010	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Visual_novel>
2088	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Speculative_fiction>
2103	<http://dbpedia.org/ontology/wikiPageWikiLink><http://dbpedia.org/resource/Genre>
2523	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Cyberpunk>
2529	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Postcyberpunk>
2639	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Philosophical_fiction>
2816	<http://dbpedia.org/ontology/wikiPageWikiLink><http://dbpedia.org/resource/Literary_genre>
3034	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Nature_writing>
3046	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Autobiography>
3123	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Gay_novel>
3244	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Literary_realism>
3343	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Coming-of-age_story>
3446	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Romantic_comedy>
3518	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Science_Fiction>
3736	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Romanticism>
4185	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Postmodern>
4225	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Philosophical_novel>
4256	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Utopian_and_dystopian_fiction>
4613	<http://dbpedia.org/ontology/literaryGenre><http://dbpedia.org/resource/Techno-thriller>
4663	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Young-adult_fiction>
4936	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Drama>
4962	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Mystery_(fiction)>
4988	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Bildungsroman>
5011	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Fantasy_literature>
5017	<http://dbpedia.org/property/genre><http://dbpedia.org/resource/Thriller_(genre)>
