2793	The Claidi Journals
1462	Rising Sun (novel)
2792	Full Tilt (novel)
1461	Shadow Puppets
2791	Beauty Pop
1460	Mr. Fish
2790	Enchantment (novel)
1459	The Talisman (Scott novel)
2306	Child 44
2789	Envy (novel)
1458	John Dies at the End
2305	Bored of the Rings
2304	The Rime of the Ancient Mariner
1457	Einstein's Dreams
2788	Fantastic Mr Fox
2303	Down and Out in Paris and London
2787	The Stars My Destination
1456	Torment (novel)
2302	Artemis Fowl: The Eternity Code
2786	Soon I Will Be Invincible
1455	Angelology (novel)
1454	Evernight (novel)
2301	Fooled by Randomness
2785	The Undercover Economist
2784	Disclosure (novel)
2300	The Chicago Manual of Style
1453	Man's Search for Meaning
1452	The Beauty Myth
2783	The Book of Dead Days
2309	The Chamber (novel)
2308	Gnostic Gospels
2307	The Enchantress of Florence
2320	Uzumaki
1473	The Immortals (books)
1472	Cryptonomicon
1471	Jonathan Strange & Mr Norrell
1470	Snow Crash
2317	Sputnik Sweetheart
1	The Unbearable Lightness of Being
1469	Sweetblood
2316	The Hitchhiker's Guide to the Galaxy (fictional)
2	Dracula
2799	Desert Solitaire
1468	Vagabond (novel)
2315	Giovanni's Room
2314	Forever... (Blume novel)
1467	Pay It Forward (novel)
2798	Scientific literature
3	The Catcher in the Rye
2313	Running Out of Time (novel)
2797	Practical Magic (novel)
4	Musashi (novel)
1466	Chobits
5	The Picture of Dorian Gray
1465	The Girl Who Loved Tom Gordon
2796	Fathers and Sons (novel)
2312	The Portrait of a Lady
6	The Great Gatsby
1464	Nightmares & Dreamscapes
2795	Justine (novel)
2311	VALIS
2794	Downsiders
7	Brave New World
2310	The Cosmic Serpent
1463	The Andromeda Strain
8	Harry Potter
9	Uglies
2319	Columbine (book)
2318	Jeremy Thatcher, Dragon Hatcher
2331	Youth in Revolt
1484	Green Lantern (comic book)
1000	The World According to Garp
1483	Star Wars
2330	No One Writes to the Colonel
1482	Slash (autobiography)
1481	Green Rider
1480	The Black Swan (2007 book)
2328	The Chronicles of Prydain
2327	Magician (novel)
1479	The Amulet of Samarkand
2326	Hope for the Flowers
1478	Kane and Abel (novel)
2325	A Wizard of Earthsea
1477	Be More Chill
2324	Nine Stories (Salinger)
2323	Haroun and the Sea of Stories
1476	The A-List (novel)
2322	Wings of Fire
1475	If I Stay
2321	Fantastic Beasts and Where to Find Them
1474	The Death and Life of Charlie St. Cloud
2329	Fatherland (novel)
1495	A New Earth
1011	Wolf Hall
2342	Red Rabbit
1494	Flowers in the Attic
1010	The Collector
2341	The Crying of Lot 49
2340	Lioness Rampant
1493	L8r, g8r
1492	Have a Little Faith (Mitch Albom book)
1491	Ttyl (novel)
1490	The Social Contract
1008	The Age of Spiritual Machines
2339	Even Cowgirls Get the Blues (novel)
1007	The Westing Game
2338	Tortilla Flat
1006	Shaman King
2337	The Ballad of the Sad Caf�
2336	When the Wind Blows (James Patterson novel)
1005	Hana-Kimi
1489	Breakfast at Tiffany's (novella)
1004	Angel Sanctuary
1488	Star Wars: Shadows of the Empire
2335	The Red Pyramid (novel)
1487	Sahara (novel)
1003	Yes (novel)
2334	Notes on a Scandal
2333	Pale Blue Dot (book)
1486	Wyvernhail
1002	Matilda (novel)
2332	Dead Famous (novel)
1485	Fade (novel)
1001	A Spell for Chameleon
1009	Sundays at Tiffany's
1022	Tears of a Tiger
2353	Philosophi� Naturalis Principia Mathematica
1021	Story of a Girl (novel)
2352	The Mysterious Island
2351	The Blade Itself
1020	Junk (novel)
2350	Alive: The Story of the Andes Survivors
1019	Smoke and Mirrors (story collection)
1018	Warbreaker
2349	Notes from a Small Island
2348	Little Children (novel)
1017	Elantris
2347	First They Killed My Father
1016	We Need to Talk About Kevin
1015	Moomin
2346	Stonehenge (novel)
1499	Ranger's Apprentice
1014	The French Lieutenant's Woman
1498	The Bridge of San Luis Rey
2345	The Club Dumas
1497	Mass Effect
2344	Rainbow Six (novel)
1013	Atonement (novel)
1496	I Ching
2343	Jesus Freaks (book)
1012	An Apology for the Life of Mrs. Shamela Andrews
2364	The Child Thief
1033	Swan Song (novel)
1032	The Belgariad
2363	The Necromancer: The Secrets of the Immortal Nicholas Flamel
2362	Ang mga Kaibigan ni Mama Susan
1031	Her Fearful Symmetry
2361	Macarthur (novel)
1030	Queers in History
2360	Evil Under the Sun
1029	Dragon Ball
1028	Anime
2359	The Skin I'm In
2358	Chronicle of a Death Foretold
1027	Bad Girls (Wilson novel)
1026	Naruto
2357	The Great Santini (novel)
1025	Gravitation (book)
