output_EXP_1_elliot	AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	nDCG	3.710064067920753e-14
AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	output_EXP_1_elliot	nDCG	3.710064067920753e-14
output_EXP_1_elliot	AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	Recall	2.07762921488712e-10
AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	output_EXP_1_elliot	Recall	2.07762921488712e-10
output_EXP_1_elliot	AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	Precision	1.2177324276955761e-12
AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	output_EXP_1_elliot	Precision	1.2177324276955761e-12
output_EXP_1_elliot	AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	nDCGRendle2020	1.9532771123054983e-14
AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	output_EXP_1_elliot	nDCGRendle2020	1.9532771123054983e-14
output_EXP_1_elliot	AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	HR	1.0237310634488773e-07
AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	output_EXP_1_elliot	HR	1.0237310634488773e-07
output_EXP_1_elliot	AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	F1	1.7006253965303135e-12
AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	output_EXP_1_elliot	F1	1.7006253965303135e-12
output_EXP_1_elliot	AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	MAP	5.111758296544497e-36
AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	output_EXP_1_elliot	MAP	5.111758296544497e-36
output_EXP_1_elliot	AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	MAR	3.2395662373233163e-17
AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	output_EXP_1_elliot	MAR	3.2395662373233163e-17
output_EXP_1_elliot	AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	MRR	2.1556570525020104e-40
AttributeUserKNN_nn=100_sim=correlation_profile=binary_bin=False_load=ItemAttributes	output_EXP_1_elliot	MRR	2.1556570525020104e-40
