1	4367.0	49.771603
1	761.0	49.771603
1	3030.0	49.771603
1	56775.0	49.771603
1	57640.0	44.770676
1	166528.0	44.770676
1	103772.0	44.770676
1	1215.0	43.503754
1	485.0	43.39274
1	53125.0	43.39274
1	6539.0	43.39274
1	1831.0	41.443897
1	34150.0	41.443897
1	122912.0	41.443897
1	34405.0	41.443897
1	122900.0	41.443897
1	122918.0	41.443897
1	1196.0	41.443897
1	122916.0	41.443897
1	122922.0	41.443897
1	122892.0	41.443897
1	1375.0	41.443897
1	59315.0	41.443897
1	208.0	41.443897
1	1282.0	40.122257
1	551.0	40.122257
1	2087.0	40.122257
1	60074.0	39.99758
1	40278.0	39.74922
1	5010.0	39.74922
1	115210.0	39.74922
1	4958.0	39.74922
1	5152.0	39.74922
1	1023.0	39.256214
1	68157.0	38.921326
1	3753.0	38.921326
1	2944.0	38.921326
1	1201.0	38.209473
1	6537.0	38.0
1	6534.0	38.0
1	112852.0	38.0
1	33493.0	38.0
1	442.0	38.0
1	3704.0	38.0
1	111362.0	38.0
1	3702.0	38.0
1	5171.0	38.0
1	135569.0	38.0
1	1275.0	37.30623
1	44.0	37.30623
2	111.0	11.513411
2	115569.0	11.513411
2	2952.0	11.513411
2	2268.0	11.513411
2	2391.0	11.513411
2	1344.0	11.513411
2	3275.0	10.818283
2	3256.0	10.818283
2	1206.0	10.331695
2	4448.0	9.934746
2	2411.0	9.934746
2	3020.0	9.934746
2	2409.0	9.934746
2	1586.0	9.934746
2	104913.0	9.934746
2	3107.0	9.934746
2	33794.0	9.753468
2	54997.0	9.08936
2	3421.0	9.0
2	2335.0	9.0
2	1747.0	9.0
2	1485.0	9.0
2	3948.0	9.0
2	1753.0	9.0
2	1911.0	9.0
2	267.0	9.0
2	3831.0	9.0
2	441.0	9.0
2	88.0	9.0
2	2300.0	9.0
2	3450.0	9.0
2	2598.0	9.0
2	2694.0	9.0
2	2423.0	9.0
2	140110.0	9.0
2	59900.0	9.0
2	3979.0	9.0
2	2567.0	9.0
2	3039.0	9.0
2	3809.0	9.0
2	2770.0	9.0
2	2791.0	9.0
2	419.0	9.0
2	520.0	9.0
2	69.0	9.0
2	2302.0	9.0
2	2918.0	9.0
2	1665.0	9.0
2	2109.0	9.0
2	413.0	9.0
4	5.0	29.0
4	19.0	29.0
4	6708.0	28.31384
4	61323.0	28.31384
4	778.0	28.31384
4	1271.0	28.31384
4	2289.0	28.31384
4	2973.0	28.31384
4	112183.0	26.0
4	2125.0	26.0
4	419.0	26.0
4	413.0	26.0
4	7323.0	26.0
4	441.0	26.0
4	2245.0	26.0
4	5945.0	26.0
4	539.0	25.0
4	372.0	25.0
4	8529.0	25.0
