model;nDCG;Recall;Precision;nDCGRendle2020;HR;F1;MAP;MAR;MRR;ACLT;APLT;ARP;PopREO;PopRSP;ItemCoverage;UserCoverage;Gini;SEntropy;EFD;EPC
ChatGPT-3.5;0.226760402;0.185288311;0.131051753;0.205844099;0.721758486;0.149780129;0.199038278;0.129878523;0.453277508;1.04785754;0.10770994;106.5101198;0.516102406;0.836455613;833;1796;0.15174333;8.178165206;1.488631375;0.153509149
VSM;0.2451214;0.202067379;0.151085142;0.217007898;0.756260434;0.169106949;0.210701301;0.134839437;0.450209344;0.584863662;0.058486366;177.9948804;0.722211044;0.911442403;653;1797;0.082577056;7.194662865;1.484472743;0.159303099
AttributeItemKNN;0.223454265;0.201410199;0.148247078;0.208756828;0.739565943;0.166794854;0.197779787;0.131045239;0.418444762;3.042849193;0.304284919;87.86321647;0.198490676;0.508066769;1411;1797;0.385529742;9.447360822;1.571788989;0.158457072
AttributeUserKNN;0.277909514;0.222826845;0.171730662;0.243388837;0.782971619;0.190433825;0.241724965;0.150921774;0.490864845;1.074568726;0.107456873;129.3921536;0.752619195;0.835211226;825;1797;0.160480024;8.328044092;1.738387288;0.184955684
ItemKNN;0.276029906;0.240451679;0.1786867;0.254563497;0.79966611;0.200343901;0.245617674;0.159536728;0.492571172;2.169727323;0.216972732;112.7531998;0.407506846;0.657462213;1284;1797;0.286471181;8.988076637;1.872999215;0.192606232
UserKNN;0.271901823;0.226188268;0.171007234;0.243745802;0.764051196;0.190687525;0.237955367;0.152621565;0.477778882;0.553144129;0.055314413;159.646522;0.77328473;0.91631373;803;1797;0.129114187;7.956525781;1.706694049;0.182058861
RP3beta;0.28905572;0.24170774;0.17968837;0.254840536;0.800779076;0.201524458;0.245995045;0.16075134;0.492209238;1.160267112;0.116026711;165.9932109;0.608085872;0.821669732;761;1797;0.116519564;7.701919018;1.792839496;0.18876031
MostPop;0.10088523;0.089507424;0.074012243;0.093311944;0.426265999;0.079934766;0.090604822;0.054808058;0.208469142;0;0;348.3308292;1;1;27;1797;0.008102925;4.004194827;0.5907218;0.066225857
Random;0.005148967;0.007274691;0.00556483;0.006188573;0.055648303;0.00616142;0.005231161;0.003981769;0.014772637;5.716193656;0.571619366;31.34936004;0.184579301;0.000660138;1507;1797;0.841019968;10.4987205;0.050604132;0.004942818
EASER;0.275172837;0.229157723;0.173678353;0.24609692;0.78853645;0.193588642;0.241016023;0.153874425;0.486600021;0.254869226;0.025486923;188.3455203;0.846867144;0.961734574;567;1797;0.079701228;7.282900452;1.683035444;0.181922571
text-davinci-003;0.215521208;0.175282658;0.127935448;0.198918549;0.703394546;0.144653555;0.195589033;0.125098687;0.446387719;0.69115192;0.070942311;114.9996476;0.683110152;0.893700114;654;1786;0.106667347;7.663752893;1.422768164;0.148682161
PaLM 2;0.239379003;0.192232692;0.142343934;0.207328198;0.614252061;0.159984385;0.200344687;0.128635416;0.408908473;0.869846879;0.092763662;111.7504681;0.586114765;0.833530125;736;1675;0.124380974;7.713868286;1.544439929;0.161393587
