userId	title	itemId	rank
716	 Twilight (series) 	10	1
716	 Twisted (book) 	1369	2
716	 Frankenstein 	32	3
716	 Holes (novel) 	516	4
716	 The Lord of the Rings 	50	5
716	 Angels & Demons 	96	6
716	 Harry Potter 	8	7
716	 Dracula 	2	8
716	 Bitten (novel) 	2112	9
716	 Great Expectations 	247	10
716	 To Kill a Mockingbird 	305	11
716	 Anne of Green Gables 	231	12
716	 Ella Enchanted 	363	13
716	 The Autobiography of Malcolm X 	2288	14
716	 The Chronicles of Narnia: Prince Caspian 	83	15
716	 Battle Royale 	497	16
716	 Eragon 	82	17
716	 The Kite Runner 	112	19
716	 The Walking Dead (comic book) 	455	20
716	 Night (book) 	422	21
716	 Fear and Loathing in Las Vegas 	242	22
716	 Diary of a Wimpy Kid (series) 	517	23
716	 Nineteen Eighty-Four 	288	24
716	 The Legend of Sleepy Hollow 	1243	25
716	 The Boy in the Striped Pyjamas 	1963	26
716	 A Midsummer Night's Dream 	162	27
716	 The Trumpet of the Swan 	2233	28
716	 Black Beauty 	453	29
716	 The Lovely Bones 	353	30
716	 The Hunger Games 	331	31
716	 Passion and Purity 	2113	32
716	 Deception Point 	609	34
716	 Outliers (book) 	903	35
716	 David Copperfield 	828	36
716	 The Hatchet (novel) 	391	37
716	 Christine (novel) 	1348	39
716	 The Giver 	42	40
716	 Fox in Socks 	1347	41
716	 Wuthering Heights 	248	42
716	 Oliver Twist 	642	43
716	 The Da Vinci Code 	278	45
716	 King Solomon's Mines 	1907	46
716	 The Hobbit 	19	48
716	 Cut (novel) 	36	50
1144	 The Great Gats	6	1
1225	 Ender's Game 	515	1
1225	 Lord of the Flies 	168	2
1225	 The Catcher in the Rye 	3	3
1225	 To Kill a Mockingbird 	305	4
1225	 The Little Prince 	369	5
1225	 The Lord of the Rings 	50	6
1225	 Fahrenheit 451 	73	7
1225	 The Lion, the Witch and the Wardrobe 	851	8
1225	 Brave New World 	7	9
1225	 The Count of Monte Cristo 	250	10
1225	 The Ear, the Eye and the Arm 	1906	11
1225	 Thirteen Reasons Why 	307	12
1225	 Wuthering Heights 	248	13
1225	 The Zombie Survival Guide 	275	14
1225	 Franny and Zooey 	235	15
1225	 The Chronicles of Narnia 	254	16
1225	 Xenocide 	213	17
1225	 Oil! 	385	18
1225	 Teaching with Calvin and Hobbes 	359	19
1225	 Adventures of Huckleberry Finn 	249	20
1225	 A Tree Grows in Brooklyn 	309	21
1225	 The Sicilian 	2611	22
1225	 A Midsummer Night's Dream 	162	23
1225	 Disclosure 	2784	24
1225	 Where the Red Fern Grows 	90	25
1225	 Speaker for the Dead 	215	26
1225	 Everworld 	2669	27
1225	 Lone Survivor 	1712	28
1225	 Looking for Alaska 	373	29
1225	 Before I Die 	919	30
1225	 The Thief of Always 	806	31
1225	 Lies My Teacher Told Me 	743	32
1225	 Airframe 	1284	33
1225	 A Walk in the Woods 	1579	34
1225	 Deception Point 	609	35
1225	 Angels & Demons 	96	36
1225	 Cirque du Freak 	39	37
1225	 The Maze Runner 	14	38
1225	 Tuesdays with Morrie 	698	39
1225	 I Am Legend 	362	40
1225	 I Hope They Serve Beer in Hell 	394	41
1225	 Snow Flower and the Secret Fan 	270	42
1225	 Uglies 	9	43
1225	 In Cold Blood 	1365	44
1225	 The Da Vinci Code 	278	45
1225	 I Am America (And So Can You!) 	711	46
1225	 Shade's Children 	1090	47
1225	 Inheritance 	134	48
1225	 A Clockwork Orange 	807	49
1225	 Desiderata 	2581	50
1160	 Nightmare Academy 	2868	2
1160	 Fallen (Kate novel) 	708	3
1160	 The Silver Kiss 	1957	4
1160	 Tiger Eyes 	2205	5
1160	 The Hamlet 	163	9
1283	 Harry Potter 	8	1
1283	 Fushigi Y�gi 	2257	2
1283	 Howl's Moving Castle 	478	3
1283	 Blue Bloods (novel series) 	669	4
1283	 Ouran High School Host Club 	344	5
1283	 Maximum Ride 	431	6
1283	 Mythology (book) 	1394	7
1283	 Skippyjon Jones 	2286	8
1283	 Vampire Kisses 	37	9
1283	 Flipped 	812	10
1283	 Twilight (series) 	10	11
1283	 Vampire: The Masquerade 	150	12
1283	 Brain Droppings 	1693	13
1283	 The Hobbit 	19	14
1283	 Holes (novel) 	516	15
1283	 Evermore (book) 	12	17
1283	 Forgotten Realms Adventures 	343	18
1283	 Magic Tree House series 	750	19
1283	 Les Mis�rables 	267	20
1283	 The Forest of Hands and Teeth 	389	21
1283	 Gossip Girl (novel series) 	232	23
1283	 Skeleton Creek (novel) 	707	24
1283	 Inferno (Dante) 	99	25
1283	 The Count of Monte Cristo 	250	26
1283	 Vampire Knight 	886	27
1283	 The Smurfs 	133	28
1283	 The Chronicles of Narnia 	254	29
1283	 The Last Olympian 	368	30
1283	 The Chronicles of Narnia: Prince Caspian 	83	31
1283	 The Girl with the Dragon Tattoo 	668	32
1283	 Pretty Little Liars (book) 	788	33
1283	 Percy Jackson & the Olympians 	637	34
1283	 Oliver Twist 	642	35
1283	 The Lovely Bones 	353	36
1283	 The Hunger Games 	331	37
1283	 Pride and Prejudice 	61	38
1283	 City of Ashes 	177	39
1283	 Dark-Hunter (series) 	1083	40
1283	 The Secret Garden 	294	41
1283	 Ella Enchanted 	363	42
1283	 Ttyl (novel) 	1491	43
1283	 The Girl Who Played with Fire 	395	44
1283	 Eragon 	82	45
1283	 Witch & Wizard 	1635	46
1283	 The Giver 	42	47
1283	 Black Dagger Brotherhood 	1792	48
1283	 The Mercy Thompson Series 	1982	49
1283	 Go Ask Alice 	104	50
1066	 The Alchemist (novel) 	113	1
1066	 The Devil and Miss Prym 	1735	2
1066	 The Namesake 	666	3
1066	 The Shadow of the Wind 	281	4
1066	 The World According to Garp 	1000	5
1066	 The Tempest 	334	6
1066	 The Giver 	42	7
1066	 Catching Fire 	211	8
1066	 Bloodbrothers (novel) 	2004	9
1066	 The Scarlet Letter 	45	10
1066	 The Neverending Story 	475	11
1066	 The Belgariad 	1032	12
1066	 Cecilia (McClure novel) 	657	13
1066	 Sun Bin's Art of War 	643	14
1066	 Unaccustomed Earth 	1642	15
1066	 Not Without My Daughter 	2005	16
1066	 Watchers (novel) 	1251	17
1066	 The Story of My Experiments with Truth 	1751	18
1066	 The Girl Who Played with Fire 	395	19
1066	 Still Life with Woodpecker 	631	20
