userId	title	itemId	rank
1379	 The Catcher in the Rye 	3	1
1379	 The Lord of the Rings 	50	2
1379	 The Great Gats	6	3
1379	 Harry Potter 	8	4
1379	 Brave New World 	7	5
1379	 The Unbearable Lightness of Being 	1	6
1379	 Dracula 	2	7
1379	 The Lost Books (novel series) 	2051	8
1379	 The Picture of Dorian Gray 	5	9
1379	 The Pillowman 	2053	10
1379	 Dragon Ball Z 	2058	11
1379	 Gantz 	2059	12
1379	 Twilight Eyes 	2060	13
1379	 The Maze Runner 	14	14
1379	 Across the Universe (novel) 	15	15
1379	 The City of Ember 	16	16
1379	 Gravity's Rainbow 	2065	17
1379	 The Southern Vampire Mysteries 	18	18
1379	 The Hobbit 	19	19
1379	 Delta of Venus 	2066	20
1379	 Medea (play) 	2069	21
1379	 Dexter in the Dark 	24	22
1379	 The Silmarillion 	25	23
1379	 And the Ass Saw the Angel 	2072	24
1379	 Incarceron 	2075	25
1379	 Made in America (book) 	2074	26
1379	 World War Z 	29	27
1379	 List of Scott Pilgrim characters 	30	28
1379	 Frankenstein 	32	29
1379	 W.I.T.C.H. 	2081	30
1379	 If There Be Thorns 	34	31
1379	 Petals on the Wind 	35	32
1379	 Cut (novel) 	36	33
1379	 Vampire Kisses 	37	34
1379	 The Outsiders (novel) 	38	35
1379	 The Tenant of Wildfell Hall 	2083	36
1379	 Invisible Man 	40	37
1379	 Lady Chatterley's Lover 	41	38
1379	 The Giver 	42	39
1379	 Strange Case of Dr Jekyll and Mr Hyde 	43	40
1379	 Crime and Punishment 	44	41
1379	 The Scarlet Letter 	45	42
1379	 The Phantom of the Opera 	46	43
1379	 A Series of Unfortunate Events 	47	44
1379	 The Rapture (novel) 	2095	45
1379	 Shakespeare's sonnets 	2091	46
1379	 The House of Mirth 	2097	47
1379	 Pygmalion (play) 	48	48
1379	 The Stand 	54	49
1379	 Through the Looking-Glass 	55	50
1133	 The Great Gats	6	6
785	 Fight Club (novel) 	1306	1
785	 Choke (novel) 	245	2
785	 Haunted (Palahniuk novel) 	182	3
785	 The Unbearable Lightness of Being 	1	4
785	 The Catcher in the Rye 	3	5
785	 The Lost Books (novel series) 	2051	6
785	 The Picture of Dorian Gray 	5	7
785	 The Great Gats	6	8
785	 Brave New World 	7	9
785	 Harry Potter 	8	10
785	 The Pillowman 	2053	11
785	 Dragon Ball Z 	2058	12
785	 Gantz 	2059	13
785	 Twilight Eyes 	2060	14
785	 The Maze Runner 	14	15
785	 Across the Universe (novel) 	15	16
785	 The City of Ember 	16	17
785	 Gravity's Rainbow 	2065	18
785	 The Southern Vampire Mysteries 	18	19
785	 The Hobbit 	19	20
785	 Delta of Venus 	2066	21
785	 Medea (play) 	2069	22
785	 Dexter in the Dark 	24	23
785	 The Silmarillion 	25	24
785	 And the Ass Saw the Angel 	2072	25
785	 Incarceron 	2075	26
785	 Made in America (book) 	2074	27
785	 World War Z 	29	28
785	 List of Scott Pilgrim characters 	30	29
785	 Frankenstein 	32	30
785	 W.I.T.C.H. 	2081	31
785	 If There Be Thorns 	34	32
785	 Petals on the Wind 	35	33
785	 Cut (novel) 	36	34
785	 Vampire Kisses 	37	35
785	 The Outsiders (novel) 	38	36
785	 The Tenant of Wildfell Hall 	2083	37
785	 Invisible Man 	40	38
785	 Lady Chatterley's Lover 	41	39
785	 The Giver 	42	40
785	 Strange Case of Dr Jekyll and Mr Hyde 	43	41
785	 Crime and Punishment 	44	42
785	 The Scarlet Letter 	45	43
785	 The Phantom of the Opera 	46	44
785	 A Series of Unfortunate Events 	47	45
785	 The Rapture (novel) 	2095	46
785	 Shakespeare's sonnets 	2091	47
785	 The Lord of the Rings 	50	48
785	 The House of Mirth 	2097	49
785	 Pygmalion (play) 	48	50
1044	 The Great Gats	6	22
814	 The Great Gats	6	6
1297	 The Great Gats	6	5
1058	 The Great Gats	6	1
1058	 Brave New World 	7	2
1058	 Harry Potter 	8	3
1058	 The Catcher in the Rye 	3	4
1058	 The Picture of Dorian Gray 	5	5
1058	 The Lost Books (novel series) 	2051	6
1058	 The Pillowman 	2053	7
1058	 Dragon Ball Z 	2058	8
1058	 Gantz 	2059	9
1058	 Twilight Eyes 	2060	10
1058	 The Maze Runner 	14	11
1058	 Across the Universe (novel) 	15	12
1058	 The City of Ember 	16	13
1058	 Gravitys Rainbow 	2065	14
1058	 The Southern Vampire Mysteries 	18	15
1058	 The Hobbit 	19	16
1058	 Delta of Venus 	2066	17
1058	 Medea (play) 	2069	18
1058	 Dexter in the Dark 	24	19
1058	 The Silmarillion 	25	20
1058	 And the Ass Saw the Angel 	2072	21
1058	 Incarceron 	2075	22
1058	 Made in America (book) 	2074	23
1058	 World War Z 	29	24
1058	 List of Scott Pilgrim characters 	30	25
1058	 Frankenstein 	32	26
1058	 W.I.T.C.H. 	2081	27
1058	 If There Be Thorns 	34	28
1058	 Petals on the Wind 	35	29
1058	 Cut (novel) 	36	30
1058	 Vampire Kisses 	37	31
1058	 The Outsiders (novel) 	38	32
1058	 The Tenant of Wildfell Hall 	2083	33
1058	 Invisible Man 	40	34
1058	 Lady Chatterleys Lover 	41	35
1058	 The Giver 	42	36
1058	 Strange Case of Dr Jekyll and Mr Hyde 	43	37
1058	 Crime and Punishment 	44	38
1058	 The Scarlet Letter 	45	39
1058	 The Phantom of the Opera 	46	40
1058	 A Series of Unfortunate Events 	47	41
1058	 The Rapture (novel) 	2095	42
1058	 Shakespeares sonnets 	2091	43
1058	 The Lord of the Rings 	50	44
1058	 The House of Mirth 	2097	45
1058	 Pygmalion (play) 	48	46
1058	 The Stand 	54	47
1058	 Through the Looking-Glass 	55	48
1058	 The Unbearable Lightness of Being 	1	49
1058	 Dracula 	2	50
1144	 The Unbearable Lightness of Being 	1	1
1144	 Dracula 	2	2
1144	 The Catcher in the Rye 	3	3
1144	 The Lost Books (novel series) 	2051	4
1144	 The Picture of Dorian Gray 	5	5
1144	 The Great Gats	6	6
1144	 Brave New World 	7	7
1144	 Harry Potter 	8	8
1144	 The Pillowman 	2053	9
1144	 Dragon Ball Z 	2058	10
1144	 Gantz 	2059	11
1144	 Twilight Eyes 	2060	12
1144	 The Maze Runner 	14	13
1144	 Across the Universe (novel) 	15	14
1144	 The City of Ember 	16	15
1144	 Gravitys Rainbow 	2065	16
1144	 The Southern Vampire Mysteries 	18	17
1144	 The Hobbit 	19	18
1144	 Delta of Venus 	2066	19
1144	 Medea (play) 	2069	20
1144	 Dexter in the Dark 	24	21
1144	 The Silmarillion 	25	22
1144	 And the Ass Saw the Angel 	2072	23
1144	 Incarceron 	2075	24
1144	 Made in America (book) 	2074	25
1144	 World War Z 	29	26
1144	 List of Scott Pilgrim characters 	30	27
1144	 Frankenstein 	32	28
1144	 W.I.T.C.H. 	2081	29
1144	 If There Be Thorns 	34	30
1144	 Petals on the Wind 	35	31
1144	 Cut (novel) 	36	32
1144	 Vampire Kisses 	37	33
1144	 The Outsiders (novel) 	38	34
1144	 The Tenant of Wildfell Hall 	2083	35
1144	 Invisible Man 	40	36
1144	 Lady Chatterleys Lover 	41	37
1144	 The Giver 	42	38
1144	 Strange Case of Dr Jekyll and Mr Hyde 	43	39
1144	 Crime and Punishment 	44	40
1144	 The Scarlet Letter 	45	41
1144	 The Phantom of the Opera 	46	42
1144	 A Series of Unfortunate Events 	47	43
1144	 The Rapture (novel) 	2095	44
1144	 Shakespeares sonnets 	2091	45
1144	 The Lord of the Rings 	50	46
1144	 The House of Mirth 	2097	47
1144	 Pygmalion (play) 	48	48
1144	 The Stand 	54	49
1144	 Through the Looking-Glass 	55	50
31	 The Picture of Dorian Gray 	5	1
31	 The Great Gats	6	2
31	 Brave New World 	7	3
31	 Harry Potter 	8	4
31	 The Pillowman 	2053	5
31	 Dragon Ball Z 	2058	6
31	 Gantz 	2059	7
31	 Twilight Eyes 	2060	8
31	 The Maze Runner 	14	9
31	 Across the Universe (novel) 	15	10
31	 The City of Ember 	16	11
31	 Gravity's Rainbow 	2065	12
31	 The Southern Vampire Mysteries 	18	13
31	 The Hobbit 	19	14
31	 Delta of Venus 	2066	15
31	 Medea (play) 	2069	16
31	 Dexter in the Dark 	24	17
31	 The Silmarillion 	25	18
31	 And the Ass Saw the Angel 	2072	19
31	 Incarceron 	2075	20
31	 Made in America (book) 	2074	21
31	 World War Z 	29	22
31	 List of Scott Pilgrim characters 	30	23
31	 Frankenstein 	32	24
31	 W.I.T.C.H. 	2081	25
31	 If There Be Thorns 	34	26
31	 Petals on the Wind 	35	27
31	 Cut (novel) 	36	28
31	 Vampire Kisses 	37	29
31	 The Outsiders (novel) 	38	30
31	 The Tenant of Wildfell Hall 	2083	31
31	 Invisible Man 	40	32
31	 Lady Chatterley's Lover 	41	33
31	 The Giver 	42	34
31	 Strange Case of Dr Jekyll and Mr Hyde 	43	35
31	 Crime and Punishment 	44	36
31	 The Scarlet Letter 	45	37
31	 The Phantom of the Opera 	46	38
31	 A Series of Unfortunate Events 	47	39
31	 The Rapture (novel) 	2095	40
31	 Shakespeare's sonnets 	2091	41
31	 The Lord of the Rings 	50	42
31	 The House of Mirth 	2097	43
31	 Pygmalion (play) 	48	44
31	 The Stand 	54	45
31	 Through the Looking-Glass 	55	46
31	 The Unbearable Lightness of Being 	1	47
31	 Dracula 	2	48
31	 The Catcher in the Rye 	3	49
31	 The Lost Books (novel series) 	2051	50
821	 The Great Gats	6	11
1231	 The Great Gats	6	4
895	 Fire (Cashore novel) 	1811	1
895	 Catching Fire 	211	2
895	 The Truth About Forever 	654	3
895	 Never Let Me Go (novel) 	1511	4
895	 The Book of Lost Things 	1613	5
895	 The City of Ember 	16	6
895	 This Lulla	198	7
895	 City of Ashes 	177	8
895	 Graceling 	1428	9
895	 Inkheart 	103	10
895	 The Unbearable Lightness of Being 	1	11
895	 Dracula 	2	12
895	 The Catcher in the Rye 	3	13
895	 The Lost Books (novel series) 	2051	14
895	 The Picture of Dorian Gray 	5	15
895	 The Great Gats	6	16
895	 Brave New World 	7	17
895	 Harry Potter 	8	18
895	 The Pillowman 	2053	19
895	 Dragon Ball Z 	2058	20
895	 Gantz 	2059	21
895	 Twilight Eyes 	2060	22
895	 The Maze Runner 	14	23
895	 Across the Universe (novel) 	15	24
895	 Gravitys Rainbow 	2065	25
895	 The Southern Vampire Mysteries 	18	26
895	 The Hobbit 	19	27
895	 Delta of Venus 	2066	28
895	 Medea (play) 	2069	29
895	 Dexter in the Dark 	24	30
895	 The Silmarillion 	25	31
895	 And the Ass Saw the Angel 	2072	32
895	 Incarceron 	2075	33
895	 Made in America (book) 	2074	34
895	 World War Z 	29	35
895	 List of Scott Pilgrim characters 	30	36
895	 Frankenstein 	32	37
895	 W.I.T.C.H. 	2081	38
895	 If There Be Thorns 	34	39
895	 Petals on the Wind 	35	40
895	 Cut (novel) 	36	41
895	 Vampire Kisses 	37	42
895	 The Outsiders (novel) 	38	43
895	 The Tenant of Wildfell Hall 	2083	44
895	 Invisible Man 	40	45
895	 Lady Chatterleys Lover 	41	46
895	 The Giver 	42	47
895	 Strange Case of Dr Jekyll and Mr Hyde 	43	48
895	 Crime and Punishment 	44	49
895	 The Scarlet Letter 	45	50
1396	 The Witch of Portobello 	333	1
1396	 Brida (novel) 	1734	2
1396	 Manual of the Warrior of Light 	1698	3
1396	 The Lovely Bones 	353	4
1396	 The Perks of Being a Wallflower 	171	5
1396	 The Time Traveler's Wife 	227	6
1396	 For One More Day 	1164	7
1396	 The Unbearable Lightness of Being 	1	8
1396	 Dracula 	2	9
1396	 The Catcher in the Rye 	3	10
1396	 The Lost Books (novel series) 	2051	11
1396	 The Picture of Dorian Gray 	5	12
1396	 The Great Gats	6	13
1396	 Brave New World 	7	14
1396	 Harry Potter 	8	15
1396	 The Pillowman 	2053	16
1396	 Dragon Ball Z 	2058	17
1396	 Gantz 	2059	18
1396	 Twilight Eyes 	2060	19
1396	 The Maze Runner 	14	20
1396	 Across the Universe (novel) 	15	21
1396	 The City of Ember 	16	22
1396	 Gravity's Rainbow 	2065	23
1396	 The Southern Vampire Mysteries 	18	24
1396	 The Hobbit 	19	25
1396	 Delta of Venus 	2066	26
1396	 Medea (play) 	2069	27
1396	 Dexter in the Dark 	24	28
1396	 The Silmarillion 	25	29
1396	 And the Ass Saw the Angel 	2072	30
1396	 Incarceron 	2075	31
1396	 Made in America (book) 	2074	32
1396	 World War Z 	29	33
1396	 List of Scott Pilgrim characters 	30	34
1396	 Frankenstein 	32	35
1396	 W.I.T.C.H. 	2081	36
1396	 If There Be Thorns 	34	37
1396	 Petals on the Wind 	35	38
1396	 Cut (novel) 	36	39
1396	 Vampire Kisses 	37	40
1396	 The Outsiders (novel) 	38	41
1396	 The Tenant of Wildfell Hall 	2083	42
1396	 Invisible Man 	40	43
1396	 Lady Chatterley's Lover 	41	44
1396	 The Giver 	42	45
1396	 Strange Case of Dr Jekyll and Mr Hyde 	43	46
1396	 Crime and Punishment 	44	47
1396	 The Scarlet Letter 	45	48
1396	 The Phantom of the Opera 	46	49
1396	 A Series of Unfortunate Events 	47	50
121	 To Kill a Mockingbird 	305	1
121	 Soul Eater (manga) 	560	2
121	 The Great Gats	6	8
121	 The Hunt for Red October 	1945	16
121	 The Watchmen (novel) 	304	18
325	 The Great Gats	6	1
325	 The Catcher in the Rye 	3	2
325	 Brave New World 	7	3
325	 Harry Potter 	8	4
325	 The Pillowman 	2053	5
325	 The Maze Runner 	14	6
325	 Across the Universe (novel) 	15	7
325	 The City of Ember 	16	8
325	 Gravity's Rainbow 	2065	9
325	 The Southern Vampire Mysteries 	18	10
325	 The Hobbit 	19	11
325	 Delta of Venus 	2066	12
325	 Medea (play) 	2069	13
325	 Dexter in the Dark 	24	14
325	 The Silmarillion 	25	15
325	 And the Ass Saw the Angel 	2072	16
325	 Incarceron 	2075	17
325	 Made in America (book) 	2074	18
325	 World War Z 	29	19
325	 List of Scott Pilgrim characters 	30	20
325	 Frankenstein 	32	21
325	 W.I.T.C.H. 	2081	22
325	 If There Be Thorns 	34	23
325	 Petals on the Wind 	35	24
325	 Cut (novel) 	36	25
325	 Vampire Kisses 	37	26
325	 The Outsiders (novel) 	38	27
325	 The Tenant of Wildfell Hall 	2083	28
325	 Invisible Man 	40	29
325	 Lady Chatterley's Lover 	41	30
325	 The Giver 	42	31
325	 Strange Case of Dr Jekyll and Mr Hyde 	43	32
